"";"NU_IDADE_REFERENCIA";"CO_MUNICIPIO_END";"CO_UF_END";"CO_MUNICIPIO_END";"TP_DEPENDENCIA";"TP_ETAPA_ENSINO";"CO_REGIAO";"CO_MESORREGIAO";"CO_UF";"CO_MUNICIPIO";"CO_DISTRITO"
"395";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"396";9;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"397";3;1301902;13;1301902;3;1;1;1303;13;1301902;130190205
"398";14;1301902;13;1301902;3;21;1;1303;13;1301902;130190205
"399";9;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"400";8;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"401";10;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"402";6;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"403";10;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"404";8;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"405";11;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"406";8;1301902;13;1301902;2;16;1;1303;13;1301902;130190205
"407";8;1301902;13;1301902;2;16;1;1303;13;1301902;130190205
"408";16;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"409";18;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"410";4;1301902;13;1301902;3;1;1;1303;13;1301902;130190205
"411";11;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"412";7;1301902;13;1301902;3;15;1;1303;13;1301902;130190205
"413";15;1301159;13;1301159;3;19;1;1303;13;1301902;130190205
"414";7;1301902;13;1301902;2;15;1;1303;13;1301902;130190205
"415";16;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"416";16;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"417";25;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"418";14;1301902;13;1301902;2;21;1;1303;13;1301902;130190205
"419";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"420";14;1301902;13;1301902;3;20;1;1303;13;1301902;130190205
"421";7;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"422";13;1301902;13;1301902;3;21;1;1303;13;1301902;130190205
"423";14;1301902;13;1301902;2;21;1;1303;13;1301902;130190205
"424";12;NA;NA;NA;3;20;1;1303;13;1301902;130190205
"425";18;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"426";18;NA;NA;NA;2;27;1;1303;13;1301902;130190205
"427";17;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"428";38;1301902;13;1301902;2;71;1;1303;13;1301902;130190205
"429";47;1301902;13;1301902;2;71;1;1303;13;1301902;130190205
"430";11;1301902;13;1301902;3;NA;1;1303;13;1301902;130190205
"431";55;1301902;13;1301902;3;70;1;1303;13;1301902;130190205
"432";14;1301902;13;1301902;2;21;1;1303;13;1301902;130190205
"433";24;1301902;13;1301902;2;71;1;1303;13;1301902;130190205
"434";18;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"435";11;1301902;13;1301902;3;NA;1;1303;13;1301902;130190205
"436";13;1301902;13;1301902;3;20;1;1303;13;1301902;130190205
"437";17;1301902;13;1301902;3;20;1;1303;13;1301902;130190205
"438";19;1301902;13;1301902;2;71;1;1303;13;1301902;130190205
"439";24;1301902;13;1301902;2;71;1;1303;13;1301902;130190205
"440";28;NA;NA;NA;2;40;1;1303;13;1301902;130190205
"441";12;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"442";27;1301902;13;1301902;2;71;1;1303;13;1301902;130190205
"443";11;1301902;13;1301902;2;19;1;1303;13;1301902;130190205
"444";10;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"445";10;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"446";13;1301902;13;1301902;3;21;1;1303;13;1301902;130190205
"447";9;1304401;13;1304401;3;18;1;1303;13;1301902;130190205
"448";9;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"449";14;1301902;13;1301902;2;NA;1;1303;13;1301902;130190205
"450";15;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"451";19;1301902;13;1301902;1;40;1;1303;13;1301902;130190205
"452";28;NA;NA;NA;1;40;1;1303;13;1301902;130190205
"453";30;1301902;13;1301902;2;40;1;1303;13;1301902;130190205
"454";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"455";16;1301902;13;1301902;3;21;1;1303;13;1301902;130190205
"456";6;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"457";13;1301902;13;1301902;3;20;1;1303;13;1301902;130190205
"458";10;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"459";11;1301902;13;1301902;2;19;1;1303;13;1301902;130190205
"460";12;1301902;13;1301902;2;19;1;1303;13;1301902;130190205
"461";6;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"462";12;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"463";4;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"464";10;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"465";6;1301902;13;1301902;3;15;1;1303;13;1301902;130190205
"466";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"467";9;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"468";6;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"469";6;1301902;13;1301902;4;14;1;1303;13;1301902;130190205
"470";37;1301902;13;1301902;3;70;1;1303;13;1301902;130190205
"471";9;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"472";4;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"473";8;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"474";9;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"475";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"476";9;1301902;13;1301902;3;NA;1;1303;13;1301902;130190205
"477";9;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"478";10;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"479";11;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"480";13;1301902;13;1301902;3;21;1;1303;13;1301902;130190205
"481";10;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"482";14;1301902;13;1301902;3;41;1;1303;13;1301902;130190205
"483";7;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"484";19;1301902;13;1301902;3;70;1;1303;13;1301902;130190205
"485";5;NA;NA;NA;3;15;1;1303;13;1301902;130190205
"486";8;1301902;13;1301902;4;17;1;1303;13;1301902;130190205
"487";12;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"488";11;1301902;13;1301902;3;19;1;1303;13;1301902;130190205
"489";19;1301902;13;1301902;3;70;1;1303;13;1301902;130190205
"490";10;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"491";11;1301902;13;1301902;3;19;1;1303;13;1301902;130190205
"492";12;1301902;13;1301902;3;20;1;1303;13;1301902;130190205
"493";13;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"494";7;1301902;13;1301902;3;15;1;1303;13;1301902;130190205
"495";12;1301902;13;1301902;3;20;1;1303;13;1301902;130190205
"496";15;1303106;13;1303106;3;41;1;1303;13;1301902;130190205
"497";13;1301902;13;1301902;3;21;1;1303;13;1301902;130190205
"498";22;NA;NA;NA;1;40;1;1303;13;1301902;130190205
"499";23;NA;NA;NA;1;40;1;1303;13;1301902;130190205
"500";23;1301902;13;1301902;1;40;1;1303;13;1301902;130190205
"501";16;1301902;13;1301902;3;21;1;1303;13;1301902;130190205
"502";14;1301902;13;1301902;3;21;1;1303;13;1301902;130190205
"503";15;1301902;13;1301902;1;30;1;1303;13;1301902;130190205
"504";10;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"505";12;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"506";7;1301902;13;1301902;3;15;1;1303;13;1301902;130190205
"507";7;1301902;13;1301902;3;15;1;1303;13;1301902;130190205
"508";6;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"509";4;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"510";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"511";4;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"512";25;1301902;13;1301902;3;69;1;1303;13;1301902;130190205
"513";8;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"514";9;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"515";6;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"516";3;1301902;13;1301902;3;1;1;1303;13;1301902;130190205
"517";8;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"518";15;1301902;13;1301902;3;70;1;1303;13;1301902;130190205
"519";7;1301902;13;1301902;3;15;1;1303;13;1301902;130190205
"520";9;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"521";4;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"522";38;1301902;13;1301902;2;40;1;1303;13;1301902;130190205
"523";10;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"524";4;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"525";6;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"526";15;1301902;13;1301902;3;70;1;1303;13;1301902;130190205
"527";8;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"528";9;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"529";22;1301902;13;1301902;3;70;1;1303;13;1301902;130190205
"530";7;1301902;13;1301902;3;15;1;1303;13;1301902;130190205
"531";11;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"532";8;1301902;13;1301902;4;14;1;1303;13;1301902;130190205
"533";13;1301902;13;1301902;3;NA;1;1303;13;1301902;130190205
"534";6;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"535";7;1301902;13;1301902;3;15;1;1303;13;1301902;130190205
"536";63;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"537";18;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"538";34;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"539";22;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"540";9;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"541";11;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"542";16;1301902;13;1301902;3;41;1;1303;13;1301902;130190205
"543";13;1301902;13;1301902;3;19;1;1303;13;1301902;130190205
"544";7;1301902;13;1301902;4;15;1;1303;13;1301902;130190205
"545";12;1301902;13;1301902;4;21;1;1303;13;1301902;130190205
"546";15;1301902;13;1301902;3;41;1;1303;13;1301902;130190205
"547";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"548";14;1301902;13;1301902;3;41;1;1303;13;1301902;130190205
"549";7;1301902;13;1301902;3;15;1;1303;13;1301902;130190205
"550";8;1301902;13;1301902;4;16;1;1303;13;1301902;130190205
"551";4;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"552";5;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"553";12;1301902;13;1301902;3;19;1;1303;13;1301902;130190205
"554";7;1301902;13;1301902;3;15;1;1303;13;1301902;130190205
"555";20;NA;NA;NA;3;70;1;1303;13;1301902;130190205
"556";6;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"557";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"558";15;1301902;13;1301902;3;41;1;1303;13;1301902;130190205
"559";9;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"560";4;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"561";14;1301902;13;1301902;3;19;1;1303;13;1301902;130190205
"562";7;1301902;13;1301902;3;15;1;1303;13;1301902;130190205
"563";8;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"564";11;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"565";8;1301902;13;1301902;3;NA;1;1303;13;1301902;130190205
"566";7;1301902;13;1301902;3;15;1;1303;13;1301902;130190205
"567";13;1301902;13;1301902;4;21;1;1303;13;1301902;130190205
"568";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"569";26;1301902;13;1301902;3;70;1;1303;13;1301902;130190205
"570";10;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"571";6;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"572";5;1301902;13;1301902;4;2;1;1303;13;1301902;130190205
"573";14;1301902;13;1301902;3;21;1;1303;13;1301902;130190205
"574";10;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"575";3;1301902;13;1301902;4;1;1;1303;13;1301902;130190205
"576";13;1301902;13;1301902;3;20;1;1303;13;1301902;130190205
"577";6;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"578";31;NA;NA;NA;1;40;1;1303;13;1301902;130190205
"579";9;1301902;13;1301902;4;16;1;1303;13;1301902;130190205
"580";6;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"581";17;1301902;13;1301902;1;32;1;1303;13;1301902;130190205
"582";8;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"583";9;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"584";4;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"585";6;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"586";51;1301902;13;1301902;2;40;1;1303;13;1301902;130190205
"587";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"588";6;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"589";3;1301902;13;1301902;3;1;1;1303;13;1301902;130190205
"590";10;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"591";10;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"592";18;1301902;13;1301902;3;70;1;1303;13;1301902;130190205
"593";3;1301902;13;1301902;3;1;1;1303;13;1301902;130190205
"594";15;1301902;13;1301902;3;70;1;1303;13;1301902;130190205
"595";13;1301902;13;1301902;3;21;1;1303;13;1301902;130190205
"596";12;1301902;13;1301902;3;20;1;1303;13;1301902;130190205
"597";11;1301902;13;1301902;3;19;1;1303;13;1301902;130190205
"598";14;1301902;13;1301902;3;20;1;1303;13;1301902;130190205
"599";9;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"600";15;1301902;13;1301902;3;41;1;1303;13;1301902;130190205
"601";11;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"602";10;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"603";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"604";14;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"605";9;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"606";10;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"607";25;1301902;13;1301902;3;69;1;1303;13;1301902;130190205
"608";13;1301902;13;1301902;4;41;1;1303;13;1301902;130190205
"609";4;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"610";15;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"611";8;1301902;13;1301902;2;16;1;1303;13;1301902;130190205
"612";10;1301902;13;1301902;2;18;1;1303;13;1301902;130190205
"613";7;1301902;13;1301902;2;15;1;1303;13;1301902;130190205
"614";16;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"615";18;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"616";16;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"617";14;1301902;13;1301902;2;21;1;1303;13;1301902;130190205
"618";10;1301902;13;1301902;2;18;1;1303;13;1301902;130190205
"619";16;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"620";20;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"621";18;NA;NA;NA;2;27;1;1303;13;1301902;130190205
"622";23;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"623";9;1301902;13;1301902;2;17;1;1303;13;1301902;130190205
"624";11;1301902;13;1301902;2;19;1;1303;13;1301902;130190205
"625";11;1301902;13;1301902;2;19;1;1303;13;1301902;130190205
"626";10;1301902;13;1301902;2;19;1;1303;13;1301902;130190205
"627";16;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"628";14;1301902;13;1301902;2;41;1;1303;13;1301902;130190205
"629";14;1301902;13;1301902;2;41;1;1303;13;1301902;130190205
"630";14;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"631";17;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"632";18;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"633";17;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"634";11;1301902;13;1301902;2;19;1;1303;13;1301902;130190205
"635";14;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"636";26;1301902;13;1301902;2;71;1;1303;13;1301902;130190205
"637";13;1301902;13;1301902;2;21;1;1303;13;1301902;130190205
"638";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"639";13;1301902;13;1301902;3;41;1;1303;13;1301902;130190205
"640";14;1301902;13;1301902;4;25;1;1303;13;1301902;130190205
"641";16;1301902;13;1301902;4;26;1;1303;13;1301902;130190205
"642";7;1301902;13;1301902;3;15;1;1303;13;1301902;130190205
"643";10;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"644";13;1301902;13;1301902;3;21;1;1303;13;1301902;130190205
"645";9;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"646";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"647";14;1301902;13;1301902;3;20;1;1303;13;1301902;130190205
"648";16;1301902;13;1301902;4;26;1;1303;13;1301902;130190205
"649";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"650";12;1301902;13;1301902;3;19;1;1303;13;1301902;130190205
"651";14;1301902;13;1301902;3;41;1;1303;13;1301902;130190205
"652";16;1301902;13;1301902;3;70;1;1303;13;1301902;130190205
"653";6;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"654";10;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"655";11;1301902;13;1301902;3;19;1;1303;13;1301902;130190205
"656";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"657";14;1301902;13;1301902;3;21;1;1303;13;1301902;130190205
"658";7;1301902;13;1301902;3;15;1;1303;13;1301902;130190205
"659";13;1301902;13;1301902;3;21;1;1303;13;1301902;130190205
"660";10;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"661";15;1301902;13;1301902;3;41;1;1303;13;1301902;130190205
"662";12;1301902;13;1301902;3;20;1;1303;13;1301902;130190205
"663";4;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"664";8;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"665";11;1301902;13;1301902;3;41;1;1303;13;1301902;130190205
"666";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"667";18;1302603;13;1302603;3;70;1;1303;13;1301902;130190205
"668";12;1301902;13;1301902;3;19;1;1303;13;1301902;130190205
"669";7;1301902;13;1301902;3;15;1;1303;13;1301902;130190205
"670";40;1301902;13;1301902;3;70;1;1303;13;1301902;130190205
"671";13;1301902;13;1301902;3;20;1;1303;13;1301902;130190205
"672";7;1301902;13;1301902;3;15;1;1303;13;1301902;130190205
"673";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"674";12;1301902;13;1301902;4;20;1;1303;13;1301902;130190205
"675";13;1301902;13;1301902;3;19;1;1303;13;1301902;130190205
"676";10;1301902;13;1301902;2;NA;1;1303;13;1301902;130190205
"677";12;1200203;12;1200203;2;NA;1;1303;13;1301902;130190205
"678";2;1301902;13;1301902;3;1;1;1303;13;1301902;130190205
"679";20;1301902;13;1301902;4;41;1;1303;13;1301902;130190205
"680";14;1301902;13;1301902;3;21;1;1303;13;1301902;130190205
"681";17;1301902;13;1301902;4;17;1;1303;13;1301902;130190205
"682";12;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"683";18;1301902;13;1301902;3;70;1;1303;13;1301902;130190205
"684";11;1301902;13;1301902;2;18;1;1303;13;1301902;130190205
"685";15;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"686";14;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"687";15;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"688";12;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"689";12;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"690";9;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"691";12;1301902;13;1301902;3;20;1;1303;13;1301902;130190205
"692";24;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"693";13;1301902;13;1301902;2;21;1;1303;13;1301902;130190205
"694";7;1301902;13;1301902;3;15;1;1303;13;1301902;130190205
"695";12;1301902;13;1301902;3;20;1;1303;13;1301902;130190205
"696";9;1301902;13;1301902;2;17;1;1303;13;1301902;130190205
"697";10;1301902;13;1301902;2;18;1;1303;13;1301902;130190205
"698";10;1301902;13;1301902;2;18;1;1303;13;1301902;130190205
"699";16;1301902;13;1301902;2;41;1;1303;13;1301902;130190205
"700";16;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"701";22;1301902;13;1301902;2;71;1;1303;13;1301902;130190205
"702";16;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"703";15;1301902;13;1301902;2;41;1;1303;13;1301902;130190205
"704";15;1301902;13;1301902;2;41;1;1303;13;1301902;130190205
"705";14;1301902;13;1301902;2;41;1;1303;13;1301902;130190205
"706";11;1301902;13;1301902;2;19;1;1303;13;1301902;130190205
"707";6;1301902;13;1301902;2;14;1;1303;13;1301902;130190205
"708";18;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"709";17;1301902;13;1301902;2;71;1;1303;13;1301902;130190205
"710";12;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"711";12;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"712";8;1301902;13;1301902;2;16;1;1303;13;1301902;130190205
"713";15;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"714";14;NA;NA;NA;2;21;1;1303;13;1301902;130190205
"715";14;1301902;13;1301902;2;41;1;1303;13;1301902;130190205
"716";11;1301902;13;1301902;2;19;1;1303;13;1301902;130190205
"717";44;1301902;13;1301902;2;71;1;1303;13;1301902;130190205
"718";19;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"719";9;1301902;13;1301902;2;17;1;1303;13;1301902;130190205
"720";7;NA;NA;NA;2;15;1;1303;13;1301902;130190205
"721";16;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"722";17;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"723";17;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"724";18;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"725";14;1301902;13;1301902;2;21;1;1303;13;1301902;130190205
"726";6;1301902;13;1301902;2;14;1;1303;13;1301902;130190205
"727";18;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"728";8;1301902;13;1301902;3;NA;1;1303;13;1301902;130190205
"729";12;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"730";18;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"731";16;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"732";16;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"733";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"734";8;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"735";14;1301902;13;1301902;3;21;1;1303;13;1301902;130190205
"736";9;1301902;13;1301902;4;17;1;1303;13;1301902;130190205
"737";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"738";6;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"739";9;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"740";12;1301902;13;1301902;4;20;1;1303;13;1301902;130190205
"741";10;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"742";17;1301902;13;1301902;4;25;1;1303;13;1301902;130190205
"743";9;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"744";10;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"745";8;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
