"";"NU_IDADE_REFERENCIA";"CO_MUNICIPIO_END";"CO_UF_END";"CO_MUNICIPIO_END";"TP_DEPENDENCIA";"TP_ETAPA_ENSINO";"CO_REGIAO";"CO_MESORREGIAO";"CO_UF";"CO_MUNICIPIO";"CO_DISTRITO"
"13472";16;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"13473";12;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"13474";13;1301902;13;1301902;2;21;1;1303;13;1301902;130190205
"13475";12;1301902;13;1301902;3;NA;1;1303;13;1301902;130190205
"13476";18;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"13477";13;1301902;13;1301902;2;21;1;1303;13;1301902;130190205
"13478";13;1301902;13;1301902;2;41;1;1303;13;1301902;130190205
"13479";14;1301902;13;1301902;2;41;1;1303;13;1301902;130190205
"13480";24;1301902;13;1301902;2;71;1;1303;13;1301902;130190205
"13481";51;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"13482";18;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"13483";34;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"13484";11;1301902;13;1301902;2;19;1;1303;13;1301902;130190205
"13485";18;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"13486";17;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"13487";17;NA;NA;NA;2;27;1;1303;13;1301902;130190205
"13488";14;1301902;13;1301902;2;41;1;1303;13;1301902;130190205
"13489";14;1301902;13;1301902;2;41;1;1303;13;1301902;130190205
"13490";12;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"13491";13;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"13492";13;1301902;13;1301902;2;21;1;1303;13;1301902;130190205
"13493";16;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"13494";16;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"13495";17;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"13496";17;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"13497";19;1301902;13;1301902;2;71;1;1303;13;1301902;130190205
"13498";9;1301902;13;1301902;3;15;1;1303;13;1301902;130190205
"13499";9;1302603;13;1302603;3;17;1;1303;13;1301902;130190205
"13500";7;1301902;13;1301902;3;15;1;1303;13;1301902;130190205
"13501";18;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"13502";9;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"13503";13;1301902;13;1301902;3;41;1;1303;13;1301902;130190205
"13504";37;1301902;13;1301902;3;70;1;1303;13;1301902;130190205
"13505";17;1301902;13;1301902;3;70;1;1303;13;1301902;130190205
"13506";18;1301902;13;1301902;3;70;1;1303;13;1301902;130190205
"13507";7;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"13508";23;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"13509";20;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"13510";15;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"13511";18;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"13512";18;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"13513";8;1301902;13;1301902;2;16;1;1303;13;1301902;130190205
"13514";17;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"13515";17;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"13516";18;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"13517";17;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"13518";18;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"13519";44;1301902;13;1301902;2;71;1;1303;13;1301902;130190205
"13520";15;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"13521";12;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"13522";12;1301902;13;1301902;2;21;1;1303;13;1301902;130190205
"13523";13;1301902;13;1301902;2;21;1;1303;13;1301902;130190205
"13524";17;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"13525";12;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"13526";12;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"13527";14;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"13528";14;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"13529";16;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"13530";12;1301902;13;1301902;2;19;1;1303;13;1301902;130190205
"13531";13;1301902;13;1301902;2;21;1;1303;13;1301902;130190205
"13532";17;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"13533";7;1301902;13;1301902;2;14;1;1303;13;1301902;130190205
"13534";20;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"13535";15;1301902;13;1301902;2;41;1;1303;13;1301902;130190205
"13536";29;1301902;13;1301902;2;71;1;1303;13;1301902;130190205
"13537";18;1301902;13;1301902;2;71;1;1303;13;1301902;130190205
"13538";14;1301902;13;1301902;2;19;1;1303;13;1301902;130190205
"13539";14;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"13540";15;NA;NA;NA;2;20;1;1303;13;1301902;130190205
"13541";19;1301902;13;1301902;2;71;1;1303;13;1301902;130190205
"13542";8;1301902;13;1301902;2;16;1;1303;13;1301902;130190205
"13543";8;1301902;13;1301902;2;16;1;1303;13;1301902;130190205
"13544";6;1301902;13;1301902;2;14;1;1303;13;1301902;130190205
"13545";14;1301902;13;1301902;2;41;1;1303;13;1301902;130190205
"13546";17;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"13547";13;1301902;13;1301902;3;19;1;1303;13;1301902;130190205
"13548";12;1301902;13;1301902;3;20;1;1303;13;1301902;130190205
"13549";15;1303569;13;1303569;3;20;1;1303;13;1301902;130190205
"13550";12;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"13551";10;1304005;13;1304005;3;19;1;1303;13;1301902;130190205
"13552";11;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"13553";6;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"13554";14;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"13555";9;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"13556";13;1301902;13;1301902;2;41;1;1303;13;1301902;130190205
"13557";15;1301902;13;1301902;3;41;1;1303;13;1301902;130190205
"13558";15;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"13559";15;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"13560";16;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"13561";7;1301902;13;1301902;2;15;1;1303;13;1301902;130190205
"13562";26;1301902;13;1301902;2;71;1;1303;13;1301902;130190205
"13563";13;1301902;13;1301902;2;21;1;1303;13;1301902;130190205
"13564";9;1301902;13;1301902;2;17;1;1303;13;1301902;130190205
"13565";10;1301902;13;1301902;2;18;1;1303;13;1301902;130190205
"13566";9;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"13567";13;1301902;13;1301902;3;41;1;1303;13;1301902;130190205
"13568";7;1301902;13;1301902;2;14;1;1303;13;1301902;130190205
"13569";6;1301902;13;1301902;2;14;1;1303;13;1301902;130190205
"13570";7;1301902;13;1301902;2;15;1;1303;13;1301902;130190205
"13571";20;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"13572";15;1301902;13;1301902;3;NA;1;1303;13;1301902;130190205
"13573";13;1301902;13;1301902;3;NA;1;1303;13;1301902;130190205
"13574";15;1301902;13;1301902;3;20;1;1303;13;1301902;130190205
"13575";27;1301902;13;1301902;2;40;1;1303;13;1301902;130190205
"13576";13;1301902;13;1301902;3;21;1;1303;13;1301902;130190205
"13577";12;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"13578";8;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"13579";15;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"13580";15;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"13581";8;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"13582";6;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"13583";9;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"13584";9;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"13585";19;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"13586";15;1301902;13;1301902;3;41;1;1303;13;1301902;130190205
"13587";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"13588";24;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"13589";19;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"13590";34;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"13591";26;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"13592";25;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"13593";16;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"13594";18;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"13595";16;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"13596";17;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"13597";11;1301902;13;1301902;2;19;1;1303;13;1301902;130190205
"13598";10;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"13599";11;1301902;13;1301902;3;19;1;1303;13;1301902;130190205
"13600";55;1301902;13;1301902;4;17;1;1303;13;1301902;130190205
"13601";6;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"13602";18;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"13603";16;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"13604";8;1301902;13;1301902;2;16;1;1303;13;1301902;130190205
"13605";8;1301902;13;1301902;2;16;1;1303;13;1301902;130190205
"13606";13;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"13607";3;1301902;13;1301902;3;1;1;1303;13;1301902;130190205
"13608";6;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"13609";18;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"13610";8;1301902;13;1301902;2;15;1;1303;13;1301902;130190205
"13611";11;1301902;13;1301902;2;19;1;1303;13;1301902;130190205
"13612";8;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"13613";15;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"13614";16;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"13615";22;1301902;13;1301902;2;71;1;1303;13;1301902;130190205
"13616";31;1301902;13;1301902;2;71;1;1303;13;1301902;130190205
"13617";10;1301902;13;1301902;2;18;1;1303;13;1301902;130190205
"13618";15;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"13619";14;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"13620";7;1301902;13;1301902;2;15;1;1303;13;1301902;130190205
"13621";11;1301902;13;1301902;2;19;1;1303;13;1301902;130190205
"13622";18;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"13623";11;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"13624";12;1301902;13;1301902;2;NA;1;1303;13;1301902;130190205
"13625";11;1301902;13;1301902;2;19;1;1303;13;1301902;130190205
"13626";12;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"13627";14;1301902;13;1301902;2;41;1;1303;13;1301902;130190205
"13628";14;1301902;13;1301902;2;41;1;1303;13;1301902;130190205
"13629";15;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"13630";16;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"13631";17;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"13632";14;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"13633";14;1301902;13;1301902;2;21;1;1303;13;1301902;130190205
"13634";14;1301902;13;1301902;2;41;1;1303;13;1301902;130190205
"13635";14;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"13636";14;1301902;13;1301902;2;41;1;1303;13;1301902;130190205
"13637";8;1301902;13;1301902;3;NA;1;1303;13;1301902;130190205
"13638";10;1301902;13;1301902;3;NA;1;1303;13;1301902;130190205
"13639";11;1301902;13;1301902;2;19;1;1303;13;1301902;130190205
"13640";19;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"13641";19;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"13642";13;1301902;13;1301902;3;20;1;1303;13;1301902;130190205
"13643";16;1301902;13;1301902;3;20;1;1303;13;1301902;130190205
"13644";10;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"13645";13;1301902;13;1301902;2;21;1;1303;13;1301902;130190205
"13646";11;1301902;13;1301902;2;21;1;1303;13;1301902;130190205
"13647";8;1301902;13;1301902;2;16;1;1303;13;1301902;130190205
"13648";6;1301902;13;1301902;2;14;1;1303;13;1301902;130190205
"13649";15;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"13650";17;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"13651";13;1301902;13;1301902;2;21;1;1303;13;1301902;130190205
"13652";14;1301902;13;1301902;2;21;1;1303;13;1301902;130190205
"13653";17;1301902;13;1301902;2;71;1;1303;13;1301902;130190205
"13654";11;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"13655";10;1301902;13;1301902;2;17;1;1303;13;1301902;130190205
"13656";9;1301902;13;1301902;2;17;1;1303;13;1301902;130190205
"13657";9;1301902;13;1301902;2;17;1;1303;13;1301902;130190205
"13658";17;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"13659";16;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"13660";7;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"13661";16;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"13662";15;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"13663";29;1301902;13;1301902;2;71;1;1303;13;1301902;130190205
"13664";12;1301902;13;1301902;3;20;1;1303;13;1301902;130190205
"13665";8;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"13666";6;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"13667";10;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"13668";12;1301902;13;1301902;3;NA;1;1303;13;1301902;130190205
"13669";15;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"13670";7;1301902;13;1301902;2;15;1;1303;13;1301902;130190205
"13671";14;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"13672";15;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"13673";13;1301902;13;1301902;3;19;1;1303;13;1301902;130190205
"13674";12;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"13675";9;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"13676";9;1301902;13;1301902;3;NA;1;1303;13;1301902;130190205
"13677";45;1301902;13;1301902;2;40;1;1303;13;1301902;130190205
"13678";18;1301902;13;1301902;1;30;1;1303;13;1301902;130190205
"13679";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"13680";6;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"13681";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"13682";17;1301902;13;1301902;1;40;1;1303;13;1301902;130190205
"13683";6;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"13684";8;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"13685";31;1301902;13;1301902;2;40;1;1303;13;1301902;130190205
"13686";6;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"13687";6;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"13688";4;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"13689";6;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"13690";2;1301902;13;1301902;3;1;1;1303;13;1301902;130190205
"13691";9;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"13692";16;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"13693";15;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"13694";16;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"13695";18;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"13696";10;1301902;13;1301902;2;18;1;1303;13;1301902;130190205
"13697";11;1301902;13;1301902;2;18;1;1303;13;1301902;130190205
"13698";14;1301902;13;1301902;2;21;1;1303;13;1301902;130190205
"13699";12;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"13700";15;1301902;13;1301902;2;41;1;1303;13;1301902;130190205
"13701";15;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"13702";11;1301902;13;1301902;2;19;1;1303;13;1301902;130190205
"13703";11;1301902;13;1301902;2;19;1;1303;13;1301902;130190205
"13704";12;NA;NA;NA;2;19;1;1303;13;1301902;130190205
"13705";12;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"13706";26;1301902;13;1301902;2;71;1;1303;13;1301902;130190205
"13707";12;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"13708";11;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"13709";13;1301902;13;1301902;2;21;1;1303;13;1301902;130190205
"13710";16;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"13711";15;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"13712";20;1301902;13;1301902;2;71;1;1303;13;1301902;130190205
"13713";14;1301902;13;1301902;2;41;1;1303;13;1301902;130190205
"13714";15;1301902;13;1301902;2;41;1;1303;13;1301902;130190205
"13715";18;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"13716";17;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"13717";15;1301902;13;1301902;2;21;1;1303;13;1301902;130190205
"13718";7;1301902;13;1301902;2;15;1;1303;13;1301902;130190205
"13719";18;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"13720";13;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"13721";13;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"13722";20;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"13723";17;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"13724";11;1301902;13;1301902;2;19;1;1303;13;1301902;130190205
"13725";24;1301902;13;1301902;2;71;1;1303;13;1301902;130190205
"13726";5;1302603;13;1302603;3;16;1;1303;13;1301902;130190205
"13727";13;1301902;13;1301902;2;21;1;1303;13;1301902;130190205
"13728";15;1301902;13;1301902;2;41;1;1303;13;1301902;130190205
"13729";16;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"13730";17;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"13731";23;1301902;13;1301902;2;71;1;1303;13;1301902;130190205
"13732";40;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"13733";12;1301902;13;1301902;2;21;1;1303;13;1301902;130190205
"13734";11;1301902;13;1301902;2;18;1;1303;13;1301902;130190205
"13735";10;1301902;13;1301902;2;17;1;1303;13;1301902;130190205
"13736";16;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"13737";7;1301902;13;1301902;2;15;1;1303;13;1301902;130190205
"13738";6;1301902;13;1301902;2;14;1;1303;13;1301902;130190205
"13739";14;1301902;13;1301902;2;41;1;1303;13;1301902;130190205
"13740";8;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"13741";8;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"13742";11;1301902;13;1301902;2;19;1;1303;13;1301902;130190205
"13743";9;1301902;13;1301902;2;17;1;1303;13;1301902;130190205
"13744";15;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"13745";14;1301902;13;1301902;2;21;1;1303;13;1301902;130190205
"13746";16;1301902;13;1301902;2;41;1;1303;13;1301902;130190205
"13747";61;1301902;13;1301902;2;27;1;1303;13;1301902;130190205
"13748";12;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"13749";15;1301902;13;1301902;2;41;1;1303;13;1301902;130190205
"13750";6;1301902;13;1301902;2;14;1;1303;13;1301902;130190205
"13751";14;1301902;13;1301902;3;19;1;1303;13;1301902;130190205
"13752";16;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"13753";16;1301902;13;1301902;2;25;1;1303;13;1301902;130190205
"13754";6;1301902;13;1301902;2;14;1;1303;13;1301902;130190205
"13755";17;1301902;13;1301902;2;26;1;1303;13;1301902;130190205
"13756";15;1301902;13;1301902;3;21;1;1303;13;1301902;130190205
"13757";11;1300508;13;1300508;3;18;1;1303;13;1301902;130190205
"13758";17;1303569;13;1303569;3;41;1;1303;13;1301902;130190205
"13759";11;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"13760";4;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"13761";5;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"13762";13;1301902;13;1301902;3;20;1;1303;13;1301902;130190205
"13763";4;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"13764";20;1301902;13;1301902;1;40;1;1303;13;1301902;130190205
"13765";30;NA;NA;NA;1;40;1;1303;13;1301902;130190205
"13766";4;1301902;13;1301902;4;2;1;1303;13;1301902;130190205
"13767";8;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"13768";8;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"13769";8;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"13770";9;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"13771";15;1301902;13;1301902;3;NA;1;1303;13;1301902;130190205
"13772";16;1301902;13;1301902;1;30;1;1303;13;1301902;130190205
"13773";34;1301902;13;1301902;2;40;1;1303;13;1301902;130190205
"13774";41;1301902;13;1301902;2;40;1;1303;13;1301902;130190205
"13775";12;1301902;13;1301902;3;NA;1;1303;13;1301902;130190205
"13776";6;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"13777";27;NA;NA;NA;1;40;1;1303;13;1301902;130190205
"13778";10;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"13779";13;1301902;13;1301902;3;41;1;1303;13;1301902;130190205
"13780";10;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"13781";11;1301902;13;1301902;3;NA;1;1303;13;1301902;130190205
"13782";12;1301902;13;1301902;3;20;1;1303;13;1301902;130190205
"13783";11;NA;NA;NA;2;20;1;1303;13;1301902;130190205
"13784";11;1301902;13;1301902;2;19;1;1303;13;1301902;130190205
"13785";12;1301902;13;1301902;2;20;1;1303;13;1301902;130190205
"13786";12;1301902;13;1301902;2;19;1;1303;13;1301902;130190205
"13787";15;1301902;13;1301902;3;41;1;1303;13;1301902;130190205
"13788";5;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"13789";4;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"13790";6;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"13791";4;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"13792";20;1301902;13;1301902;1;40;1;1303;13;1301902;130190205
"13793";7;1301902;13;1301902;3;15;1;1303;13;1301902;130190205
"13794";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"13795";6;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"13796";6;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"13797";28;1301902;13;1301902;3;70;1;1303;13;1301902;130190205
"13798";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"13799";24;NA;NA;NA;1;40;1;1303;13;1301902;130190205
"13800";13;1301902;13;1301902;3;20;1;1303;13;1301902;130190205
"13801";4;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"13802";4;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"13803";4;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"13804";8;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"13805";34;1301902;13;1301902;2;40;1;1303;13;1301902;130190205
"13806";9;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"13807";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"13808";4;1301902;13;1301902;4;2;1;1303;13;1301902;130190205
"13809";9;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"13810";12;1301902;13;1301902;3;19;1;1303;13;1301902;130190205
"13811";11;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"13812";4;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"13813";8;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"13814";7;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"13815";17;1301902;13;1301902;3;41;1;1303;13;1301902;130190205
"13816";17;1303569;13;1303569;3;NA;1;1303;13;1301902;130190205
"13817";14;1301902;13;1301902;3;NA;1;1303;13;1301902;130190205
"13818";10;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"13819";3;1301902;13;1301902;3;1;1;1303;13;1301902;130190205
"13820";11;1301902;13;1301902;3;NA;1;1303;13;1301902;130190205
"13821";9;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"13822";6;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"13823";9;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"13824";9;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"13825";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"13826";21;1301902;13;1301902;4;17;1;1303;13;1301902;130190205
"13827";7;1301902;13;1301902;2;15;1;1303;13;1301902;130190205
"13828";7;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"13829";8;1301902;13;1301902;3;15;1;1303;13;1301902;130190205
"13830";20;NA;NA;NA;1;40;1;1303;13;1301902;130190205
"13831";7;1301902;13;1301902;3;15;1;1303;13;1301902;130190205
"13832";22;1301902;13;1301902;1;40;1;1303;13;1301902;130190205
"13833";26;NA;NA;NA;1;40;1;1303;13;1301902;130190205
"13834";42;NA;NA;NA;1;40;1;1303;13;1301902;130190205
"13835";10;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"13836";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"13837";6;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"13838";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"13839";9;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"13840";4;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"13841";41;1301902;13;1301902;2;40;1;1303;13;1301902;130190205
"13842";6;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"13843";9;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"13844";3;NA;NA;NA;3;1;1;1303;13;1301902;130190205
"13845";8;1301902;13;1301902;3;16;1;1303;13;1301902;130190205
"13846";47;1301902;13;1301902;2;40;1;1303;13;1301902;130190205
"13847";10;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"13848";4;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"13849";10;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"13850";10;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"13851";8;1301902;13;1301902;3;15;1;1303;13;1301902;130190205
"13852";4;1301902;13;1301902;4;2;1;1303;13;1301902;130190205
"13853";14;1301902;13;1301902;3;70;1;1303;13;1301902;130190205
"13854";10;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"13855";9;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"13856";7;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"13857";6;1301902;13;1301902;3;14;1;1303;13;1301902;130190205
"13858";6;1302603;13;1302603;3;14;1;1303;13;1301902;130190205
"13859";10;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"13860";9;1301902;13;1301902;3;17;1;1303;13;1301902;130190205
"13861";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"13862";6;1301902;13;1301902;4;14;1;1303;13;1301902;130190205
"13863";10;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
"13864";5;1301902;13;1301902;3;2;1;1303;13;1301902;130190205
"13865";7;1301902;13;1301902;3;15;1;1303;13;1301902;130190205
"13866";9;1301902;13;1301902;3;18;1;1303;13;1301902;130190205
